anchor,positive
"Ἐπειδὴ τὰ μηδὲν πρὸς ἡμᾶς ὡς ἄχρηστα ἡμῖν ἀπεσιώπησεν· ἆρα τούτου ἕνεκεν ἀτιμότερα ἡγήσομαι τῆς μωρανθείσης σοφίας τὰ τοῦ Πνεύματος λόγια; ἢ μᾶλλον δοξάσω τὸν μὴ ἀπασχολήσαντα τὸν νοῦν ἡμῶν ἐπὶ τὰ μάταια, ἀλλὰ πάντα εἰς οἰκοδομὴν καὶ καταρτισμὸν τῶν ψυχῶν ἡμῶν γραφῆναι οἰκονομήσαντα; Ὅ μοι δοκοῦσι μὴ συνειδότες τινὲς, παραγωγαῖς τισι καὶ τροπολογίαις σεμνότητά τινα ἐκ τῆς οἰκείας αὐτῶν διανοίας ἐπεχείρησαν τοῖς γεγραμμένοις ἐπιφημίσαι.","Οὐ χρεών ἐστιν ἡμῖν καταφρονῆσαι τὰ τοῦ Πνεύματος ῥήματα, καίπερ ἀλλόκοτα δοκοῦντα, ὅτι ἐξελέξατο μὴ περὶ τῶν ἄχρηστων ἡμῖν λαλεῖν. Δοκεῖ δέ ἐστιν ἐπαινετὸν τὸν συγγραφέα, ὅτι πάντα εἰς τὴν οἰκοδομὴν καὶ τελειοποίησιν τῶν ψυχῶν ἡμῶν ἐγράψατο. Δυστυχῶς δέ, ἔνιοι, μὴ συνενοῦντες, διὰ παροιμιῶν τε καὶ μεταβολῶν τῶν λόγων, ἐπεχείρησαν ταῦτα ὑποτιμᾶν κατὰ τὰς ἰδίας φροντίδας."
"Εἰ ἡ λέαινα στέργει τὰ ἐξ αὐτῆς, καὶ λύκος ὑπὲρ σκυλάκων μάχεται, τί εἴπῃ ἄνθρωπος καὶ τῆς ἐντολῆς παρακούων καὶ τὴν φύσιν παραχαράσσων, ὅταν ἢ παῖς ἀτιμάζῃ γῆρας πατρὸς, ἢ πατὴρ διὰ δευτέρων γάμων τῶν προτέρων παίδων ἐπιλανθάνηται; Ἀμήχανός ἐστιν ἡ στοργὴ τοῖς ἀλόγοις τέκνων καὶ γονέων πρὸς ἄλληλα, διότι ὁ δημιουργήσας αὐτὰ Θεὸς τὴν τοῦ λόγου ἔλλειψιν διὰ τῆς τῶν αἰσθητηρίων περιουσίας παρεμυθήσατο.","Ἡ τῶν ἀλόγων τέκνων καὶ γονέων στοργὴ περιορισμένη καὶ ἐλλιπής ἐστιν, ἐπειδὴ ὁ θεὸς τὴν τοῦ νοὸς ἔλλειψιν διὰ τῶν αἰσθητικῶν δυνάμεων ἐπαύξησεν."
"Διὰ τοῦτο δὴ, φασὶ, καὶ τὰ ἐπάνω τῶν οὐρανῶν ὕδατα αἰνεῖν τὸν Θεόν· τουτέστι, τὰς ἀγαθὰς δυνάμεις ἀξίας οὔσας, διὰ καθαρότητα τοῦ ἡγεμονικοῦ, τὸν πρέποντα αἶνον ἀποδιδόναι τῷ κτίσαντι· τὰ δὲ ὑποκάτω τῶν οὐρανῶν ὕδατα τὰ πνευματικὰ εἶναι τῆς πονηρίας, ἀπὸ τοῦ κατὰ φύσιν ὕψους εἰς τὸ τῆς κακίας βάθος καταπεσόντα· ἅπερ ὡς ταραχώδη ὄντα καὶ στασιαστικὰ καὶ τοῖς θορύβοις τῶν παθῶν κυμαινόμενα, θάλασσαν ὠνομάσθαι διὰ τὸ εὐμετάβλητον καὶ ἄστατον τῶν κατὰ προαίρεσιν κινημάτων.","Ἄγγελος: ""Ὁρᾷς τὴν διττὴν φύσιν τῶν ὑδάτων; τὰ μὲν οὐράνια, ἁγνά, αἰνεῖ Θεὸν ἀπαύστως, ὡς χορὸς ἀστέρων ὑγρός."" Ἄνθρωπος: ""τὰ δὲ χθόνια; ταρασσόμενα ὑπὸ ἀνέμων καὶ παθῶν, ἄνευ εἰρήνης, ἄνευ τάξεως..."" Ἄγγελος: ""ὦ νήπιε! τὰ μὲν ἄνω εὐλογεῖ, τὰ δὲ κάτω παιδεύει· «καὶ ἐκάλυψεν ὕδωρ τοὺς ἐχθρούς», γράφει ἡ Σοφία."" Ἄνθρωπος: ""πῶς οὖν διακρίνω τὴν οὐράνιον ὁδὸν τῆς ἀβύσσου;"" Ἄγγελος: ""γίνου ὡς ὁ Ἰορδάνης· κατέβη μὲν εἰς σάρκα, ἀνέβη δὲ μάρτυς Θεοῦ."""
"Πρῶτον μὲν, ὅτι πηγὴ τῆς περὶ γῆν ἁπάσης νοτίδος ἐστὶ τὸ τῆς θαλάσσης ὕδωρ· τοῦτο μὲν ἐν τοῖς ἀφανέσι πόροις διαδιδόμενον, ὡς δηλοῦσιν αἱ σομφώδεις τῶν ἠπείρων καὶ ὕπαντροι, ὑφ' ἃς ἡ ῥοώδης διαυλωνίζουσα θάλασσα, ἐπειδὰν σκολιαῖς καὶ οὐ πρὸς τὸ ὄρθιον φερομέναις ἐναποληφθῇ διεξόδοις, ὑπὸ τοῦ κινοῦντος αὐτὴν πνεύματος ὠθουμένη, φέρεται ἔξω τὴν ἐπιφάνειαν διαρρήξασα, καὶ γίνεται πότιμος ἐκ τῆς διηθήσεως τὸ πικρὸν ἰαθεῖσα.","ἡ γῆ ὑπὸ τοῦ θαλαττίου ὕδατος καταρδεύεται, ὃ διὰ κρύφιων πόρων ἀναφαινόμενον εἰς τὴν ἐπιφάνειαν καθαρὸν καὶ πότιμον γίνεται."
"Διὰ τοῦτο καὶ νῦν ὁ λόγος, ὀξέως ἐπελθὼν τὰ ἀλλότρια, νωθρός ἐστι καὶ ὄκνου πλήρης πρὸς τὴν τῶν οἰκείων ἐξέτασιν· καίτοι οὐ μᾶλλον ἐξ οὐρανοῦ καὶ γῆς τὸν Θεὸν ἔστιν ἐπιγνῶναι, ἢ καὶ ἐκ τῆς οἰκείας ἡμῶν κατασκευῆς, τόν γε συνετῶς ἑαυτὸν ἐξετάσαντα· ὥς φησιν ὁ προφήτης· Ἐθαυμαστώθη ἡ γνῶσίς σου ἐξ ἐμοῦ· τουτέστιν, ἐμαυτὸν καταμαθὼν, τὸ ὑπερβάλλον τῆς ἐν σοὶ σοφίας ἐξεδιδάχθην.",Ἆρ' οἴει μόνον διὰ τῶν μεγάλων ἔργων ἔστι τὸν Θεὸν γνῶναι; οὐ δῆτα· ἔστι γὰρ καὶ διὰ τῆς ἑαυτοῦ ἀκριβοῦς γνώσεως τὸν Θεὸν ἐπιγνῶναι.
"Πόσα μοι πράγματα παρεῖχες ἐν τοῖς κατόπιν λόγοις, ἀπαιτῶν τὴν αἰτίαν πῶς ἀόρατος ἡ γῆ, παντὶ σώματι φυσικῶς χρώματος συμπαρόντος, παντὸς δὲ χρώματος αἰσθητοῦ τῇ ὁράσει καθεστηκότος; Καὶ τάχα σοι οὐκ ἐδόκει αὐτάρκως ἔχειν τὰ εἰρημένα, ὅτι πρὸς ἡμᾶς τὸ ἀόρατον, οὐ πρὸς τὴν φύσιν εἴρητο, διὰ τὴν τοῦ ὕδατος ἐπιπρόσθησιν, ὃ τότε τὴν γῆν πᾶσαν περιεκάλυπτεν.","Ἐπηρώτα περὶ τοῦ διὰ τί ἀόρατος ἡ γῆ εἴη, τοῦ χρώματος παντὶ σώματι συμπαρόντος καὶ τοῦ χρώματος ὁρατοῦ ὄντος· ὁ δὲ ἀπεκρίνατο ὅτι οὐ φύσει, ἀλλὰ πρὸς ἡμᾶς ἀόρατος ἐλέγετο, διὰ τὸ ὕδωρ τότε πάσαν τὴν γῆν καλύπτειν."
"Ἐπειδὴ τὸ μέγα τὸ μὲν ἀπόλυτον ἔχει τὴν ἔννοιαν· ὡς μέγας ὁ οὐρανὸς, καὶ μεγάλη ἡ γῆ, καὶ μεγάλη ἡ θάλασσα· τὰ δὲ ὡς τὰ πολλὰ πέφυκε πρὸς ἕτερον ἀναφέρεσθαι· ὡς μέγας ὁ ἵππος, καὶ ὁ βοῦς μέγας (οὐ γὰρ ἐν τῇ ὑπερβολῇ τῶν τοῦ σώματος ὄγκων, ἀλλ' ἐν τῇ πρὸς τὰ ὅμοια παραθέσει τὴν μαρτυρίαν τοῦ μεγέθους τὰ τοιαῦτα λαμβάνει)· πῶς τοίνυν τοῦ μεγάλου τὴν ἔννοιαν ἐκδεξόμεθα; Πότερον ὡς τὸν μύρμηκα, ἢ ἄλλο τι τῶν φύσει μικρῶν, μέγα προσαγορεύομεν διὰ τὴν πρὸς τὰ ὁμογενῆ σύγκρισιν τὴν ὑπεροχὴν μαρτυροῦντες; ἢ τὸ μέγα νῦν οὕτως, ὡς ἐν τῇ οἰκείᾳ τῶν φωστήρων κατασκευῇ τοῦ μεγέθους ἐμφαινομένου; Ἐγὼ μὲν οἶμαι τοῦτο.","ἡ τοῦ ""μεγάλου"" ἔννοια δύναται εἶναι ἢ ἀπόλυτος ἢ σχετική. ἡ ζήτησις δέ ἐστιν· ποτέρως λέγομεν τὸ ""μέγα"", πότερον κατὰ σχέσιν, ὡς ὁ μύρμηξ πρὸς τοὺς ὁμογενεῖς, ἢ καθ' αὑτό, ὡς οἱ οὐρανοί; ὁ δὲ συγγραφεὺς τὴν δευτέραν σημασίαν προτιμᾷ."
"Ἀρκές- θωμεν τοῖς εἰρημένοις· ἐγὼ μὲν εὐχαριστήσας τῷ τὴν μικράν μοι ταύτην διακονίαν τοῦ λόγου χαρισαμένῳ, ὑμεῖς δὲ τῷ διατρέφοντι ὑμᾶς ταῖς πνευματικαῖς τροφαῖς, ὃς καὶ νῦν ὑμᾶς οἷον κριθίνῳ τινὶ ἄρτῳ τῇ εὐτελείᾳ τῆς ἡμετέρας φωνῆς διέθρεψε· καὶ διατρέφοι γε εἰς ἀεὶ, κατὰ τὴν ἀναλογίαν τῆς πίστεως χαριζόμενος ὑμῖν τὴν φανέρωσιν τοῦ Πνεύματος, ἐν Χριστῷ Ἰησοῦ τῷ Κυρίῳ ἡμῶν, ᾧ ἡ δόξα καὶ τὸ κράτος εἰς τοὺς αἰῶνας τῶν αἰώνων.","Ὁ λαλεὺς εὐχαριστεῖ τῷ Θεῷ περὶ τοῦ λόγου, καὶ ἐντέλλεται εὐχαριστεῖν τῷ Θεῷ τὸν πνευματικῶς διατρεφόντα διὰ τοῦ Πνεύματος ἐν Χριστῷ."
"Οὗ τί ἂν γένοιτο ἀσεβέστερον, τὴν ἄποιον, τὴν ἀνείδεον, τὴν ἐσχάτην ἀμορφίαν, τὸ ἀδιατύπωτον αἶσχος (τοῖς γὰρ αὐτῶν ἐκείνων προσρήμασι κέχρημαι) τῆς αὐτῆς προεδρίας ἀξιοῦσθαι τῷ σοφῷ καὶ δυνατῷ καὶ παγκάλῳ δημιουργῷ καὶ κτίστῃ τῶν ὅλων; Ἔπειτα εἰ μὲν τοσαύτη ἐστὶν, ὥστε ὅλην ὑποδέχεσθαι τοῦ Θεοῦ τὴν ἐπιστήμην· καὶ οὕτω, τρόπον τινὰ, τῇ ἀνεξιχνιάστῳ τοῦ Θεοῦ δυνάμει ἀντιπαρεξάγουσιν αὐτῆς τὴν ὑπόστασιν, εἴπερ ἐξαρκεῖ ὅλην τοῦ Θεοῦ τὴν σύνεσιν δι' ἑαυτῆς ἐκμετρεῖν· εἰ δὲ ἐλάττων ἡ ὕλη τῆς τοῦ Θεοῦ ἐνεργείας, καὶ οὕτως εἰς ἀτοπωτέραν βλασφημίαν αὐτοῖς ὁ λόγος περιτραπήσεται, δι' ἔνδειαν ὕλης ἄπρακτον καὶ ἀνενέργητον τῶν οἰκείων ἔργων τὸν Θεὸν κατεχόντων.","Θεῷ σοφῷ καὶ δυνατῷ δημιουργῷ ἀμορφίαν ἄεργον ἀντιδιδόναι βλασφημία ἐστιν· εἰ δὲ ὅλην τὴν θείαν σοφίαν ἐν ταύτῃ τῇ φύσει ὑποτίθεται, τὴν τοῦ Θεοῦ οὐσίαν ἀθετεῖ, καὶ ἐὰν ἡ θεία ὕλη ἐλάττων νομισθῇ, ἔτι μέγαν πλάνην ἔρχεται."
"Καλὴ τοίνυν ἡ θάλασσα τῷ Θεῷ, καὶ διὰ τὴν ἐν τῷ βάθει τῆς ἰκμάδος ὑποδρομήν· καλὴ καὶ διότι ποταμῶν οὖσα δοχεῖον, εἰς ἑαυτὴν τὰ πανταχόθεν καταδέχεται ῥεύματα, καὶ μένει τῶν ὅρων εἴσω τῶν ἑαυτῆς· καλὴ καὶ διότι τοῖς ἀερίοις ὕδασιν ἀρχὴ τίς ἐστι καὶ πηγὴ, θαλπομένη μὲν τῇ ἀκτῖνι τοῦ ἡλίου, ἀποτιθεμένη δὲ τὸ λεπτὸν τοῦ ὕδατος διὰ τῶν ἀτμῶν, ὅπερ ἑλκυσθὲν εἰς τὸν ἄνω τόπον, εἶτα καταψυχθὲν διὰ τὸ ὑψηλότερον γενέσθαι τῆς ἀπὸ τοῦ ἐδάφους ἀνακλάσεως τῶν ἀκτίνων, καὶ ὁμοῦ τῆς ἐκ τοῦ νέφους σκιᾶς τὴν ψύξιν ἐπιτεινούσης, ὑετὸς γίνεται, καὶ πιαίνει τὴν γῆν.","Ἡ θάλασσα πολύτιμός ἐστιν, ἐπεὶ δέχεται τοὺς ποταμούς, φυλάττει τὰ ὅρια, καὶ πρὸς γῆν τὴν ὑετὴν γεννᾷ."
"Ἐπεὶ τί ἐκώλυε τὴν ἐρυθρὰν θάλασσαν πᾶσαν τὴν Αἴγυπτον κοιλοτέραν οὖσαν ἑαυτῆς ἐπελθεῖν, καὶ συναφθῆναι τῷ παρακειμένῳ τῇ Αἰγύπτῳ πελάγει, εἰ μὴ τῷ προστάγματι ἦν πεπεδημένη τοῦ κτίσαντος; Ὅτι γὰρ ταπεινοτέρα τῆς ἐρυθρᾶς θαλάσσης ἡ Αἴγυπτος, ἔργῳ ἔπεισαν ἡμᾶς οἱ θελήσαντες ἀλλήλοις τὰ πελάγη συνάψαι, τό τε Αἰγύπτιον καὶ τὸ Ἰνδικὸν, ἐν ᾧ ἡ ἐρυθρά ἐστι θάλασσα.","Ἡ ἐρυθρὰ θάλασσα τὴν Αἴγυπτον περιβάλλει, ἀλλ’ οὐ προσάπτεται τῷ παρακειμένῳ πελάγει διὰ τὴν βουλήν τοῦ κτίσαντος, καίπερ ἡ Αἴγυπτος ταπεινότερα τοῦ ἐρυθρᾶς θαλάσσης ἐστίν."
"Οὐ δήπου γὰρ πρόβατα μὲν καὶ αἶγες ἴσασιν ἀποφεύγειν τὰ κακοῦντα αὐτῶν τὴν ζωὴν, μόνῃ τῇ αἰσθήσει τὸ βλαβερὸν διακρίνοντα· σοὶ δὲ ᾧ καὶ λόγος πάρεστι, καὶ ἰατρικὴ τέχνη τὸ χρήσιμον ἐκπορίζουσα, καὶ ἡ τῶν προλαβόντων πεῖρα τῶν βλαπτόντων τὴν φυγὴν ὑποβάλλουσα, χαλεπόν ἐστιν, εἰπέ μοι, ἐκκλῖναι τὰ δηλητήρια; Ἔστι δὲ τούτων οὐδὲν ἀργῶς, οὐδὲν ἀχρήστως γεγενημένον.","Οὐ χαλεπόν ἐστι τὰ δηλητήρια ἐκκλίνεσθαι, ἐπεὶ καὶ τὰ πρόβατα τὰ ἀγαθὰ τῶν βλαβερῶν δύνανται διακρίνειν."
"Καὶ τοὺς τοιούτους δήμους πολλοὶ μακαρίζουσιν, ὅτι τὰς κατ' ἀγορὰν ἐμπορίας, ἢ τὰς ἐκ τῶν τεχνῶν πρὸς τὸ ζῆν ἐπινοίας καταλιπόντες, διὰ ῥᾳθυμίας πάσης καὶ ἡδονῆς τὸν τεταγμένον ἑαυτοῖς τῆς ζωῆς χρόνον διαπερῶσιν, οὐκ εἰδότες, ὅτι ὀρχήστρα εὐθηνουμένη θεάμασιν ἀκολάστοις, κοινὸν καὶ δημόσιον διδασκαλεῖον ἀσελγείας τοῖς συγκαθημένοις ἐστί, καὶ τὰ παναρμόνια τῶν αὐλῶν μέλη καὶ ᾄσματα πορνικὰ, ἐγκαθεζόμενα ταῖς τῶν ἀκουσάντων ψυχαῖς, οὐδὲν ἕτερον ἢ πάντας ἀσχημονεῖν ἀναπείθει, τὰ τῶν κιθαριστῶν ἢ τὰ τῶν αὐλητῶν κρούματα μιμουμένους.",Τὰ ἀσελγῆ μέλη εἰς ἁμαρτίαν ἄγουσιν· οὐδὲν ἐν τοῖς ἀνθρώποις ἐστὶν ἐπαινετὸν τοῖς ἡδονῇ ἀφεῖσθαι.
"Ἐὰν δὲ ἀκούσῃς ὅτι τὰ μέγιστα τῶν πλοίων ἡπλωμένοις ἱστίοις ἐξ οὐρίας φερόμενα τὸ μικρότατον ἰχθύδιον ἡ ἐχενηῒς οὕτω ῥᾳδίως ἵστησιν, ὥστε ἀκίνητον ἐπὶ πλεῖστον φυλάσσειν τὴν ναῦν ὥσπερ καταρριζωθεῖσαν ἐν αὐτῷ τῷ πελάγει, ἆρ' οὐχὶ καὶ ἐν τῷ μικρῷ τούτῳ τὴν αὐτὴν τῆς τοῦ κτίσαντος δυνάμεως λαμβάνεις ἀπόδειξιν; Οὐ γὰρ μόνοι ξιφίαι, καὶ πρίονες, καὶ κύνες, καὶ φάλαιναι καὶ ζύγαιναι, φοβεραὶ, ἀλλὰ καὶ τρυγόνος κέντρον τῆς θαλασσίας, καὶ ταύτης νεκρᾶς, καὶ λαγωὸς ὁ θαλάσσιος, οὐχ ἧττόν ἐστι φοβερὰ, ταχεῖαν καὶ ἀπαραίτητον τὴν φθορὰν ἐπιφέροντα.","Καὶ μικρὸν θαλάσσιον ζῷον, ὥσπερ ἰχθύδιον, δύναται σταθῆναι μεγάλῃ ναυσὶν, δηλοῦν δὴ τὴν τοῦ Κτίστου δύναμιν καὶ ἐν τοῖς μικροῖς."
